Project Code,PQ #,Country,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Scheduled_Delivery_Date_D,Scheduled_Delivery_Date_M,Scheduled_Delivery_Date_Y,Delivered_to_Client_Date_D,Delivered_to_Client_Date_M,Delivered_to_Client_Date_Y
33,606,2,1,3,0,435,0,1,16,5,5,0,4,1,30,15331,68222.95,4.45,0.15,15,4729.0,18390.42,147.09,30.0,6,10.0,10.0,6,10.0
25,438,11,1,3,1,341,0,0,16,66,0,0,0,0,240,2930,5713.5,1.95,0.01,0,1102.0,2779.53,9.43,25.0,3,12.0,25.0,3,12.0
26,8,14,0,4,0,8,0,1,8,7,3,0,3,1,30,11574,90508.68,7.82,0.26,10,793.0,916.22,195.14,19.0,5,10.0,19.0,5,10.0
27,633,6,1,3,0,452,0,1,16,52,18,0,27,7,60,5468,16130.6,2.95,0.05,12,437.0,2928.4,22.62,16.0,3,13.0,16.0,3,13.0
25,141,11,0,1,0,131,0,1,1,58,15,8,17,1,60,2464,16878.4,6.85,0.11,1,361.0,3669.84,27.85,8.0,2,11.0,8.0,2,11.0
30,286,7,0,0,0,247,0,1,4,78,35,0,39,1,30,1558,35055.0,22.5,0.75,4,195.0,3387.72,49.15,21.0,6,12.0,21.0,6,12.0
26,8,14,0,4,0,8,0,1,0,23,0,0,20,1,60,26369,76997.48,2.92,0.05,0,3110.0,5159.33,166.01,8.0,11,10.0,8.0,11,10.0
36,346,1,0,1,0,290,0,0,1,16,1,7,14,9,300,699,21543.18,30.82,0.1,11,728.0,6941.12,30.2,20.0,7,12.0,20.0,10,12.0
6,0,5,1,3,0,0,0,1,16,1,1,1,1,1,120,389,15987.9,41.1,0.34,1,4639.0,47525.69,25.58,14.0,8,8.0,14.0,7,8.0
23,9,0,0,0,0,9,0,1,9,59,29,0,35,7,30,17760,177600.0,10.0,0.33,12,2523.0,4761.9,209.04,10.0,5,15.0,10.0,5,15.0
29,543,4,1,3,1,97,0,1,16,7,3,0,3,1,30,4400,17776.0,4.04,0.13,4,11043.0,39329.03,21.99,30.0,8,14.0,14.0,7,14.0
17,0,3,1,3,2,1,0,1,16,43,25,11,29,7,30,149824,3932880.0,26.25,0.88,14,13037.0,7445.8,7708.44,4.0,1,9.0,4.0,1,9.0
26,68,14,0,4,3,65,0,1,8,7,3,0,3,1,30,12346,84693.56,6.86,0.23,10,820.0,9177.19,139.74,8.0,8,11.0,5.0,9,11.0
52,712,21,1,3,0,45,0,0,16,99,17,0,24,9,240,480,6000.0,12.5,0.05,0,173.0,2322.47,7.42,20.0,10,13.0,20.0,9,13.0
64,559,12,1,3,1,412,0,1,16,55,28,0,33,7,30,29440,138368.0,4.7,0.16,28,2438.0,5236.92,142.24,30.0,4,14.0,4.0,5,14.0
7,0,6,1,3,0,0,0,1,16,2,2,0,2,2,60,392,842.8,2.15,0.04,0,29.0,1372.38,1.35,28.0,3,8.0,28.0,3,8.0
24,42,5,0,0,0,41,0,0,4,77,16,0,38,11,60,4235,17575.25,4.15,0.07,4,236.0,2215.13,21.74,13.0,4,13.0,13.0,4,13.0
24,45,5,0,1,0,44,0,0,1,16,1,7,14,9,300,40,1232.8,30.82,0.1,11,61.0,1257.16,1.27,29.0,1,14.0,29.0,1,14.0
17,0,3,1,3,2,0,0,1,16,20,16,0,18,7,60,4501,51311.4,11.4,0.19,0,506.0,22985.72,100.57,19.0,9,9.0,19.0,8,9.0
4,0,4,1,3,0,0,0,1,16,29,19,9,20,2,270,1577,124015.28,78.64,0.29,17,3023.0,13721.28,198.42,15.0,0,7.0,15.0,0,7.0
26,68,14,0,4,3,65,0,1,0,7,3,0,3,1,30,137130,911914.5,6.65,0.22,0,45800.0,9726.53,1504.66,5.0,0,11.0,20.0,6,11.0
23,114,0,0,0,0,108,0,1,4,59,29,0,35,7,30,21384,217047.6,10.15,0.34,4,2406.0,4872.65,223.12,1.0,4,15.0,1.0,4,15.0
27,768,6,1,3,0,372,0,0,16,40,17,0,24,9,240,1004,8534.0,8.5,0.04,10,1.0,3253.88,11.96,8.0,4,12.0,1.0,4,12.0
34,481,12,1,3,1,371,0,1,16,52,18,0,27,7,60,10500,30975.0,2.95,0.05,15,537.0,6800.6,43.43,9.0,2,12.0,5.0,2,12.0
56,208,18,0,0,0,186,0,1,9,55,28,0,33,7,30,38208,179959.68,4.71,0.16,12,4289.0,30395.15,252.3,25.0,11,12.0,25.0,11,12.0
34,551,12,1,3,0,407,0,0,16,83,0,0,0,0,100,6778,8811.4,1.3,0.01,0,1358.0,3150.3,9.06,16.0,4,14.0,17.0,4,14.0
1,0,1,1,3,0,0,0,1,16,15,14,0,13,7,60,22918,163176.16,7.12,0.12,15,1689.0,9189.57,319.83,3.0,7,9.0,3.0,10,9.0
23,314,0,0,1,0,229,0,1,1,62,15,8,17,1,30,560,13025.6,23.26,0.78,1,67.0,4476.29,21.49,19.0,0,11.0,19.0,0,11.0
30,137,7,0,0,0,128,0,1,8,55,28,0,33,7,30,40000,184000.0,4.6,0.15,40,4620.0,18550.93,227.61,16.0,2,13.0,16.0,2,13.0
33,701,2,1,3,1,124,0,1,16,71,11,0,10,7,30,3428,68285.76,19.92,0.66,4,396.0,1047.17,112.67,3.0,0,11.0,23.0,6,11.0
25,568,11,1,3,1,419,0,1,16,59,29,0,35,7,30,165917,1788585.26,10.78,0.36,12,45740.0,31113.19,1838.67,31.0,1,14.0,18.0,5,14.0
22,196,3,0,1,0,178,0,1,1,19,15,8,17,2,336,194,7441.84,38.36,0.11,11,390.0,2818.79,16.04,15.0,9,10.0,15.0,8,10.0
9,0,7,1,3,0,0,0,1,16,43,25,11,29,7,30,382,10027.5,26.25,0.88,14,177.0,2151.27,19.65,5.0,9,9.0,5.0,8,9.0
58,323,23,0,0,0,274,0,1,4,7,3,0,3,1,30,2000,14000.0,7.0,0.23,4,111.0,1254.61,30.18,14.0,6,10.0,14.0,6,10.0
26,38,14,0,4,3,38,0,1,0,4,4,0,3,1,60,86467,633803.11,7.33,0.12,0,4364.0,4295.6,1366.48,11.0,3,11.0,4.0,8,11.0
23,51,0,0,0,0,50,0,1,4,9,8,0,7,1,60,20000,40000.0,2.0,0.03,4,2806.0,18207.5,66.0,22.0,4,11.0,22.0,4,11.0
24,56,5,0,0,0,55,0,1,24,78,35,0,39,1,30,1000,18000.0,18.0,0.6,25,133.0,1604.56,18.5,26.0,9,15.0,26.0,8,15.0
4,0,4,1,3,0,0,0,0,16,38,2,0,26,9,200,800,1120.0,1.4,0.01,0,77.0,1286.0,2.2,5.0,9,9.0,5.0,8,9.0
29,437,4,1,3,0,143,0,0,16,49,6,0,20,3,60,5184,77760.0,15.0,0.25,0,1103.0,3296.34,128.3,20.0,11,11.0,19.0,2,11.0
24,56,5,0,0,3,55,0,1,0,5,5,0,4,1,30,53571,176784.3,3.3,0.11,28,4974.0,11109.18,181.73,13.0,9,15.0,13.0,8,15.0
26,8,14,0,4,0,8,0,0,0,66,0,0,0,0,240,10000,31500.0,3.15,0.01,0,3869.0,4088.43,67.91,9.0,4,10.0,9.0,4,10.0
24,265,5,0,1,0,90,0,0,1,18,1,0,16,1,60,936,5559.84,5.94,0.1,1,128.0,1637.86,6.88,20.0,9,13.0,20.0,8,13.0
4,0,4,1,3,0,0,0,1,16,2,2,0,2,2,60,14000,24500.0,1.75,0.03,15,989.0,3452.0,39.2,29.0,2,7.0,29.0,2,7.0
25,388,11,1,3,0,316,0,1,16,4,4,0,3,1,60,92,709.32,7.71,0.13,0,363.0,1816.73,1.39,19.0,3,10.0,26.0,3,10.0
26,68,14,0,4,3,65,0,1,0,7,3,0,3,1,30,52158,346850.7,6.65,0.22,0,4868.0,6121.41,572.3,13.0,4,11.0,13.0,4,11.0
27,119,6,0,0,3,68,0,1,9,5,5,0,4,1,30,20370,72720.9,3.57,0.12,12,1619.0,9054.61,101.95,2.0,1,12.0,2.0,1,12.0
34,692,12,1,3,1,438,0,1,16,9,8,0,7,1,60,22242,51823.86,2.33,0.04,12,1207.0,7487.51,111.73,31.0,3,11.0,18.0,3,11.0
33,701,2,1,3,1,124,0,1,16,71,11,0,10,7,30,28200,561744.0,19.92,0.66,4,3076.0,3859.0,926.88,28.0,8,11.0,1.0,4,11.0
36,303,1,0,0,3,259,0,1,0,76,1,0,1,1,120,13703,460420.8,33.6,0.28,0,3476.0,11729.82,759.69,21.0,6,11.0,21.0,6,11.0
22,558,3,1,3,2,411,0,0,16,77,16,0,38,11,60,70000,272300.0,3.89,0.06,15,3376.0,29674.91,279.92,6.0,10,14.0,17.0,7,14.0
22,558,3,1,3,2,411,0,0,16,77,16,0,38,11,60,85800,321750.0,3.75,0.06,4,5605.0,45180.63,330.76,30.0,4,14.0,9.0,9,14.0
14,0,11,1,3,1,0,0,1,16,20,16,0,18,7,60,16610,224235.0,13.5,0.22,10,2298.0,3733.57,358.78,7.0,1,8.0,7.0,1,8.0
22,401,3,1,3,2,320,0,1,16,71,11,0,10,7,30,30000,597600.0,19.92,0.66,4,3289.0,9736.1,1288.43,31.0,10,10.0,18.0,9,10.0
24,2,5,0,1,0,3,0,0,22,6,6,3,5,3,60,120,840.0,7.0,0.12,33,26.0,575.17,1.18,13.0,4,12.0,13.0,4,12.0
22,449,3,1,3,2,30,0,1,16,55,28,0,33,7,30,18354,151053.42,8.23,0.27,4,1794.0,21326.7,249.24,16.0,9,12.0,13.0,0,11.0
49,156,10,0,0,0,67,0,1,4,90,34,0,43,7,30,9810,132336.9,13.49,0.45,4,962.0,6773.13,163.7,21.0,3,14.0,21.0,3,14.0
29,566,4,1,3,1,417,0,0,16,77,16,0,38,11,60,16500,59400.0,3.6,0.06,4,904.0,5012.88,61.06,27.0,9,15.0,26.0,8,15.0
30,500,7,1,3,0,384,0,1,16,23,0,0,20,1,60,32298,72993.48,2.26,0.04,0,6528.0,21806.84,90.29,4.0,8,13.0,7.0,8,13.0
38,734,3,1,3,2,268,0,1,16,5,5,0,4,1,30,168,971.04,5.78,0.19,0,15.0,11637.64,1.9,18.0,11,9.0,18.0,11,9.0
0,0,0,0,0,0,0,0,1,0,21,17,0,3,1,60,500,12500.0,25.0,0.42,0,124.0,5217.59,20.0,14.0,5,8.0,14.0,5,8.0
22,470,3,1,3,2,231,0,1,16,55,28,0,33,7,30,27911,154626.94,5.54,0.18,40,11969.0,17090.0,216.79,2.0,1,12.0,3.0,4,12.0
34,79,12,0,0,0,76,0,1,0,54,25,0,32,7,30,79620,469758.0,5.9,0.2,0,7133.0,40583.63,581.09,27.0,1,13.0,27.0,1,13.0
27,48,6,0,0,0,47,0,0,0,92,1,0,16,1,60,607,4880.28,8.04,0.13,0,66.0,1026.4,5.02,15.0,3,15.0,15.0,3,15.0
22,526,3,1,3,2,398,0,1,16,20,16,0,18,7,60,67334,577725.72,8.58,0.14,0,8716.0,26340.0,714.65,31.0,11,13.0,26.0,2,13.0
51,188,19,0,0,0,130,0,0,0,44,8,0,0,9,240,11730,16773.9,1.43,0.01,0,4673.0,22212.75,17.24,24.0,11,14.0,24.0,11,14.0
22,560,3,1,3,2,413,0,1,16,55,28,0,33,7,30,57000,263340.0,4.62,0.15,28,5735.0,20138.0,270.71,31.0,0,14.0,30.0,0,14.0
30,461,7,1,3,1,358,0,1,16,20,16,0,18,7,60,5525,60775.0,11.0,0.18,4,1414.0,4054.19,85.21,24.0,8,12.0,27.0,10,12.0
30,206,7,0,0,0,169,0,0,0,37,5,0,15,2,30,196,439.04,2.24,0.07,0,12.0,917.35,0.54,5.0,9,13.0,5.0,8,13.0
29,576,4,1,3,1,423,0,1,16,7,3,0,3,1,30,5905,21376.1,3.62,0.12,12,599.0,2440.19,21.97,31.0,0,14.0,17.0,0,14.0
40,505,9,1,3,0,387,0,1,16,4,4,0,3,1,60,1927,13026.52,6.76,0.11,0,466.0,5724.4,16.11,18.0,8,13.0,19.0,7,13.0
30,317,7,0,1,0,269,0,1,1,19,15,8,17,2,336,15,575.4,38.36,0.11,11,53.0,708.2,1.24,19.0,5,10.0,19.0,5,10.0
70,605,7,1,3,1,434,0,1,16,20,16,0,18,7,60,9255,103841.1,11.22,0.19,0,1243.0,6120.6,223.88,14.0,3,11.0,14.0,3,11.0
26,38,14,0,4,3,38,0,1,0,7,3,0,3,1,30,116857,777099.05,6.65,0.22,0,10907.0,7905.94,1675.43,6.0,3,11.0,6.0,3,11.0
25,388,11,1,3,1,316,0,1,16,4,4,0,3,1,60,16566,127723.86,7.71,0.13,12,921.0,4468.51,250.34,1.0,11,9.0,18.0,2,9.0
32,213,16,0,0,0,190,2,3,27,31,20,0,25,7,1000,1370,37401.0,27.3,0.03,39,1125.0,9693.68,38.45,5.0,7,15.0,5.0,10,15.0
22,612,3,1,3,2,439,0,1,16,23,0,0,20,1,60,129557,325188.07,2.51,0.04,0,14710.0,12601.07,536.56,21.0,4,11.0,10.0,9,11.0
31,463,10,1,3,1,359,0,1,16,55,28,0,33,7,30,44881,240562.16,5.36,0.18,4,7191.0,6014.22,396.93,11.0,11,12.0,4.0,6,12.0
14,0,11,1,3,0,1,0,1,16,52,18,0,27,7,60,2510,9789.0,3.9,0.06,10,190.0,1317.4,21.11,11.0,11,9.0,11.0,11,9.0
23,113,0,0,1,0,107,0,1,1,1,1,1,1,1,120,5530,454566.0,82.2,0.68,1,1348.0,10670.09,980.04,16.0,5,10.0,16.0,5,10.0
24,13,5,0,0,0,13,0,0,11,47,5,0,20,2,90,2440,22692.0,9.3,0.1,15,163.0,1659.21,23.33,20.0,3,15.0,20.0,3,15.0
4,0,4,1,3,0,0,0,1,16,43,25,11,29,7,30,2160,56700.0,26.25,0.88,14,186.0,1660.07,111.13,30.0,4,9.0,30.0,4,9.0
25,668,11,1,3,1,406,0,1,16,9,8,0,7,1,60,648,1127.52,1.74,0.03,29,39.0,30.49,1.16,8.0,5,14.0,18.0,5,14.0
27,623,6,1,3,0,446,0,0,16,37,5,0,15,2,30,700,1568.0,2.24,0.07,0,46.0,1274.98,2.59,5.0,11,11.0,2.0,11,11.0
15,0,12,1,3,1,1,0,1,16,55,28,0,33,7,30,92000,1058000.0,11.5,0.38,4,7101.0,16702.26,2073.68,2.0,5,9.0,2.0,5,9.0
29,553,4,1,3,1,393,0,1,16,100,34,0,43,7,30,611,8260.72,13.52,0.45,4,55.0,1335.15,10.22,28.0,7,14.0,1.0,8,14.0
29,386,4,1,3,0,314,0,0,16,24,4,0,17,2,100,284,1420.0,5.0,0.05,0,22.0,1211.49,2.78,4.0,11,9.0,2.0,11,9.0
21,0,3,1,3,0,0,0,1,16,14,13,0,12,7,60,264,2312.64,8.76,0.15,4,27.0,1012.18,4.53,5.0,4,9.0,5.0,4,9.0
34,610,12,1,3,1,438,0,1,16,54,25,0,32,7,30,220002,2585023.5,11.75,0.39,4,20364.0,31373.1,5573.31,15.0,2,10.0,10.0,11,10.0
29,523,4,1,3,1,264,0,1,16,76,1,0,1,1,120,16000,336000.0,21.0,0.18,0,3893.0,17548.41,415.63,31.0,5,13.0,6.0,1,13.0
33,554,2,1,3,1,409,0,0,16,77,16,0,38,11,60,57859,215814.07,3.73,0.06,4,3090.0,17858.3,266.96,29.0,1,14.0,29.0,6,14.0
29,446,4,1,3,1,347,0,1,16,71,11,0,10,7,30,8922,149265.06,16.73,0.56,4,973.0,4466.99,246.29,12.0,9,12.0,24.0,10,12.0
30,519,7,1,3,0,394,0,1,16,23,0,0,20,1,60,47925,108310.5,2.26,0.04,12,2933.0,20719.01,133.98,27.0,6,13.0,27.0,6,13.0
22,489,3,1,3,0,377,0,1,16,76,1,0,1,1,120,51861,1384688.7,26.7,0.22,0,14647.0,15459.09,1941.33,7.0,2,12.0,7.0,2,12.0
1,0,1,1,3,0,0,0,0,16,44,8,0,0,9,240,2005,3809.5,1.9,0.01,0,692.0,4983.22,7.47,19.0,11,8.0,19.0,11,8.0
64,773,12,1,3,0,529,0,1,16,54,25,0,32,7,30,31760,192783.2,6.07,0.2,0,2875.0,14275.5,238.47,29.0,2,13.0,9.0,2,13.0
22,497,3,1,3,2,383,0,1,16,71,11,0,10,7,30,105014,1437641.66,13.69,0.46,4,13392.0,37242.5,2015.57,15.0,9,13.0,21.0,10,13.0
17,0,3,1,3,0,0,0,1,16,43,25,11,29,7,30,873,22916.25,26.25,0.88,14,76.0,6443.61,44.92,24.0,9,9.0,24.0,8,9.0
26,8,14,0,4,0,8,0,1,11,9,8,0,7,1,60,294346,756469.22,2.57,0.04,15,14550.0,20706.21,1630.95,27.0,5,10.0,27.0,5,10.0
23,4,0,0,0,0,5,0,1,4,20,16,0,18,7,60,27900,225990.0,8.1,0.13,4,3868.0,7238.46,232.32,16.0,1,14.0,16.0,1,14.0
26,5,14,0,4,3,6,0,1,0,4,4,0,3,1,60,100000,730000.0,7.3,0.12,0,5178.0,14621.3,1204.5,5.0,6,11.0,5.0,6,11.0
27,253,6,0,0,3,221,0,1,0,55,28,0,33,7,30,104000,483600.0,4.65,0.16,28,9684.0,7898.15,497.14,12.0,2,14.0,12.0,2,14.0
30,672,7,1,3,0,471,0,1,16,1,1,1,1,1,120,11607,219372.3,18.9,0.16,1,2653.0,14056.46,258.2,3.0,7,15.0,10.0,10,15.0
29,318,4,0,1,0,101,0,1,1,1,1,1,1,1,120,3240,117158.4,36.16,0.3,1,800.0,5322.35,252.59,5.0,9,10.0,5.0,8,10.0
23,212,0,0,0,0,189,0,1,9,14,13,0,12,7,60,8245,67609.0,8.2,0.14,12,759.0,7261.69,111.55,24.0,0,11.0,24.0,0,11.0
15,0,12,1,3,1,0,0,1,16,43,25,11,29,7,30,100000,2625000.0,26.25,0.88,14,88190.0,11519.94,5145.0,25.0,2,8.0,25.0,2,8.0
17,0,3,1,3,2,1,0,1,16,20,16,0,18,7,60,40230,458622.0,11.4,0.19,0,4531.0,30983.24,898.9,20.0,0,9.0,20.0,0,9.0
49,507,10,1,3,1,90,0,1,16,59,29,0,35,7,30,59680,627833.6,10.52,0.35,12,7831.0,4529.65,776.63,20.0,6,13.0,20.0,6,13.0
22,251,3,0,0,0,219,0,0,0,66,0,0,0,0,240,4000,7800.0,1.95,0.01,0,1573.0,9316.91,12.87,18.0,8,11.0,18.0,7,11.0
15,0,12,1,3,0,0,0,1,16,23,0,0,20,1,60,9408,31987.2,3.4,0.06,0,893.0,6269.7,51.18,23.0,6,8.0,23.0,6,8.0
15,0,12,1,3,0,1,0,1,16,5,5,0,4,1,30,13941,80578.98,5.78,0.19,25,986.0,5097.09,173.73,23.0,0,9.0,23.0,0,9.0
27,767,6,1,3,0,525,0,1,16,5,5,0,4,1,30,24126,94332.66,3.91,0.13,15,1444.0,15842.34,132.25,29.0,4,12.0,15.0,9,12.0
24,750,5,1,3,0,516,0,1,16,76,1,0,1,1,120,1865,38195.2,20.48,0.17,4,497.0,5819.7,39.26,24.0,11,13.0,27.0,11,13.0
22,413,3,1,3,2,327,0,1,16,20,16,0,18,7,60,54125,607282.5,11.22,0.19,0,7050.0,6147.18,1309.3,31.0,1,10.0,17.0,1,10.0
26,57,14,0,4,3,56,0,1,0,5,5,0,4,1,30,64260,289812.6,4.51,0.15,0,5623.0,630.5,624.84,1.0,7,11.0,1.0,10,11.0
24,76,5,0,0,0,73,0,0,4,74,34,0,37,7,60,3024,11944.8,3.95,0.07,4,140.0,1694.3,14.78,23.0,4,14.0,23.0,4,14.0
6,0,5,1,3,0,0,0,1,16,5,5,0,4,1,30,7323,71179.56,9.72,0.32,0,631.0,7584.12,139.51,22.0,10,9.0,22.0,9,9.0
58,323,23,0,0,0,274,0,1,0,26,6,0,21,10,30,1000,13000.0,13.0,0.43,0,68.0,1001.12,28.03,18.0,11,10.0,18.0,11,10.0
36,602,1,1,3,0,433,0,1,16,15,14,0,13,7,60,29315,167974.95,5.73,0.1,10,3931.0,13215.67,362.15,21.0,6,10.0,19.0,5,10.0
26,68,14,0,4,0,65,0,0,15,30,17,10,24,9,240,32000,320640.0,10.02,0.04,18,12374.0,11865.62,529.06,11.0,5,11.0,11.0,5,11.0
23,4,0,0,1,0,5,0,1,1,62,15,8,17,1,30,450,10467.0,23.26,0.78,1,56.0,520.19,10.76,2.0,5,14.0,2.0,5,14.0
32,453,16,1,3,0,352,0,1,16,21,17,0,3,1,60,11,160.93,14.63,0.24,4,28.0,456.17,0.23,16.0,9,12.0,14.0,10,12.0
23,15,0,0,0,0,15,0,1,4,21,17,0,3,1,60,1200,13308.0,11.09,0.18,4,128.0,1069.31,13.68,15.0,3,15.0,15.0,3,15.0
25,728,11,1,3,1,505,0,1,16,23,0,0,20,1,60,1960,4272.8,2.18,0.04,12,9674.0,7921.0,5.03,30.0,4,15.0,10.0,7,15.0
29,414,4,1,3,0,110,0,0,16,49,6,0,20,3,60,648,10044.0,15.5,0.26,0,138.0,17941.47,21.65,15.0,9,11.0,29.0,8,11.0
20,0,10,1,3,1,0,0,1,16,15,14,0,13,7,60,76000,562400.0,7.4,0.12,10,8912.0,35513.01,1102.3,16.0,7,9.0,16.0,10,9.0
22,306,3,0,1,0,262,0,1,14,29,19,9,20,2,270,11,1062.3,96.57,0.36,17,6.0,2502.05,2.29,21.0,10,10.0,21.0,9,10.0
25,393,11,1,3,1,318,0,1,16,20,16,0,18,7,60,30315,340134.3,11.22,0.19,0,3563.0,3423.26,666.66,17.0,10,10.0,14.0,7,10.0
22,470,3,1,3,2,231,0,1,16,76,1,0,1,1,120,17497,512837.07,29.31,0.24,0,4898.0,18461.22,719.0,20.0,1,12.0,14.0,1,12.0
4,0,4,1,3,0,1,0,0,16,0,0,0,0,0,240,2917,5600.64,1.92,0.01,0,1348.0,5233.52,10.98,25.0,1,9.0,25.0,1,9.0
9,0,7,0,2,0,0,0,1,5,25,7,4,21,4,30,50,917.0,18.34,0.61,5,2.0,378.0,1.8,9.0,11,8.0,9.0,11,8.0
30,236,7,0,0,0,207,0,1,24,78,35,0,39,1,30,1000,18000.0,18.0,0.6,25,132.0,1329.99,21.19,26.0,10,15.0,26.0,9,15.0
31,495,10,1,3,1,381,0,1,16,55,28,0,33,7,30,132320,621904.0,4.7,0.16,28,12328.0,9405.81,871.91,15.0,8,13.0,14.0,8,13.0
24,620,5,1,3,0,444,0,0,16,99,17,0,24,9,240,320,4000.0,12.5,0.05,0,122.0,2053.52,6.6,31.0,11,11.0,20.0,11,11.0
32,103,16,0,1,0,98,0,0,1,16,1,7,14,9,300,10,308.2,30.82,0.1,11,38.0,1573.41,0.38,20.0,2,13.0,20.0,2,13.0
45,752,10,1,3,1,54,0,0,16,99,17,0,24,9,240,595,5063.45,8.51,0.04,0,236.0,7300.0,5.21,31.0,9,14.0,24.0,8,14.0
3,0,3,1,3,0,0,0,1,16,42,24,0,28,6,120,9980,204590.0,20.5,0.17,14,2846.0,13873.0,327.34,20.0,6,7.0,20.0,6,7.0
25,529,11,1,3,1,388,0,1,16,21,17,0,3,1,60,10000,129600.0,12.96,0.22,4,1033.0,7951.22,160.32,30.0,6,13.0,8.0,1,13.0
32,255,16,0,0,0,223,2,3,31,31,20,0,25,7,1000,415,10026.4,24.16,0.02,36,329.0,1731.89,12.4,30.0,8,13.0,30.0,7,13.0
31,21,10,0,0,2,21,0,1,11,23,0,0,20,1,60,158000,347600.0,2.2,0.04,15,9832.0,68350.52,357.33,14.0,4,14.0,14.0,4,14.0
24,665,5,1,3,0,467,0,0,16,77,16,0,38,11,60,2581,9678.75,3.75,0.06,15,110.0,1955.22,9.95,30.0,8,14.0,12.0,9,14.0
4,0,4,1,3,0,0,0,1,16,3,3,2,3,1,30,2989,50813.0,17.0,0.57,2,186.0,2056.98,81.3,14.0,11,7.0,14.0,11,7.0
22,675,3,1,3,2,473,0,1,16,20,16,0,18,7,60,14000,108080.0,7.72,0.13,10,1983.0,4065.0,111.11,30.0,4,15.0,15.0,9,15.0
7,0,6,0,2,0,0,0,1,9,5,5,0,4,1,30,55356,386384.88,6.98,0.23,12,4482.0,37404.74,757.31,25.0,5,9.0,25.0,5,9.0
6,0,5,1,3,0,0,0,0,16,40,17,0,24,9,240,274,4110.0,15.0,0.06,0,98.0,1763.84,8.06,14.0,8,9.0,14.0,7,9.0
34,780,12,1,3,1,535,0,1,16,5,5,0,4,1,30,109226,450011.12,4.12,0.14,15,6636.0,10598.2,630.92,8.0,10,12.0,30.0,7,12.0
24,2,5,0,0,0,3,0,0,8,27,18,0,22,11,60,408,775.2,1.9,0.03,10,26.0,304.63,1.09,12.0,4,12.0,12.0,4,12.0
14,0,11,1,3,0,0,0,0,16,40,17,0,24,9,240,338,7114.9,21.05,0.09,0,9006.0,9869.55,11.38,21.0,6,7.0,21.0,6,7.0
25,546,11,1,3,1,406,0,1,16,5,5,0,4,1,30,20340,65291.4,3.21,0.11,15,1242.0,9384.0,67.12,31.0,5,14.0,6.0,0,14.0
11,0,9,1,3,0,0,0,1,16,1,1,1,1,1,120,150,12330.0,82.2,0.68,1,34.0,1608.7,19.73,9.0,10,8.0,9.0,9,8.0
22,441,3,1,3,2,249,0,1,16,20,16,0,18,7,60,45113,506167.86,11.22,0.19,4,6180.0,21326.73,835.18,5.0,11,11.0,13.0,0,11.0
39,41,14,0,4,3,6,0,1,0,5,5,0,4,1,30,69255,312340.05,4.51,0.15,0,5887.0,4232.71,515.36,3.0,2,11.0,3.0,2,11.0
15,0,12,1,3,0,0,0,1,16,52,18,0,27,7,60,32017,124866.3,3.9,0.06,4,2353.0,3210.18,199.79,27.0,1,8.0,27.0,1,8.0
60,473,7,1,3,0,365,0,1,16,55,28,0,33,7,30,20000,110800.0,5.54,0.18,28,8996.0,43098.9,155.34,30.0,0,12.0,30.0,0,12.0
25,438,11,1,3,1,341,0,0,16,61,4,0,0,9,240,9400,18988.0,2.02,0.01,0,3642.0,5678.14,31.33,30.0,2,11.0,30.0,2,11.0
48,126,10,0,1,0,119,0,0,1,16,1,7,14,9,300,1083,39161.28,36.16,0.12,11,1042.0,17912.6,84.43,4.0,1,11.0,4.0,1,11.0
17,0,3,1,3,2,1,0,1,16,54,25,0,32,7,30,25000,293750.0,11.75,0.39,4,2023.0,9341.49,575.75,20.0,0,9.0,20.0,0,9.0
20,0,10,1,3,0,0,0,1,16,52,18,0,27,7,60,4000,16000.0,4.0,0.07,10,305.0,2698.04,31.36,12.0,10,9.0,12.0,9,9.0
22,401,3,1,3,2,320,0,1,16,23,0,0,20,1,60,20000,53200.0,2.66,0.04,15,1098.0,9736.1,114.7,31.0,10,10.0,18.0,9,10.0
27,65,6,0,0,3,11,0,1,4,55,28,0,33,7,30,117359,997551.5,8.5,0.28,4,10329.0,32530.22,2150.72,27.0,8,11.0,27.0,7,11.0
29,14,4,0,1,0,14,0,0,1,16,1,7,14,9,300,745,22960.9,30.82,0.1,11,844.0,9768.22,23.6,9.0,8,15.0,9.0,7,15.0
30,430,7,1,3,0,336,0,0,16,66,0,0,0,0,240,1000,1950.0,1.95,0.01,0,369.0,6218.58,3.22,9.0,9,11.0,15.0,8,11.0
71,616,19,1,3,0,249,0,1,16,7,3,0,3,1,30,10914,70067.88,6.42,0.21,4,611.0,226.25,115.61,4.0,5,11.0,20.0,5,11.0
30,581,7,1,3,1,427,0,0,16,77,16,0,38,11,60,6384,22982.4,3.6,0.06,4,382.0,1587.3,23.63,16.0,9,15.0,12.0,8,15.0
36,200,1,0,0,0,179,0,1,0,9,8,0,7,1,60,15000,35700.0,2.38,0.04,0,780.0,2949.1,76.97,24.0,11,9.0,24.0,11,9.0
